        1	2013-03-14 10:09:43	4	0	1	0
      108	2013-03-14 10:10:14	4	0	1	0
      102	2013-03-14 11:02:21	4	1	1	0
      114	2013-03-14 11:24:38	4	1	1	0
      108	2013-03-14 11:45:53	4	1	1	0
      103	2013-03-14 12:14:04	4	1	1	0
      110	2013-03-14 12:44:45	4	1	1	0
       26	2013-03-14 12:52:05	4	1	1	0
      107	2013-03-14 12:52:17	4	1	1	0
      126	2013-03-14 12:55:29	4	1	1	0
      124	2013-03-14 13:01:48	4	1	1	0
       10	2013-03-14 13:02:07	4	1	1	0
      104	2013-03-14 14:38:50	4	1	1	0
      124	2013-03-15 06:55:16	4	0	1	0
      105	2013-03-15 07:04:09	4	0	1	0
      121	2013-03-15 07:30:02	4	0	1	0
      102	2013-03-15 07:49:53	4	0	1	0
       26	2013-03-15 08:15:38	4	0	1	0
      118	2013-03-15 08:36:51	4	0	1	0
      126	2013-03-15 08:37:07	4	0	1	0
       10	2013-03-15 08:53:27	4	0	1	0
      115	2013-03-15 09:31:47	4	0	1	0
      118	2013-03-15 09:42:57	4	0	1	0
      102	2013-03-15 10:06:52	4	1	1	0
       26	2013-03-15 10:24:53	4	1	1	0
      112	2013-03-15 10:26:24	4	0	1	0
      121	2013-03-15 10:27:31	4	1	1	0
      126	2013-03-15 11:05:09	4	1	1	0
       10	2013-03-15 11:07:43	4	1	1	0
      124	2013-03-15 11:26:21	4	1	1	0
      115	2013-03-15 12:25:01	4	1	1	0
      105	2013-03-15 12:59:15	4	1	1	0
      105	2013-03-15 13:36:28	4	1	1	0
      110	2013-03-15 15:14:59	4	1	1	0
      112	2013-03-15 15:27:10	4	1	1	0
      115	2013-03-16 07:11:33	4	0	1	0
      108	2013-03-16 07:16:18	4	0	1	0
      107	2013-03-16 07:26:47	4	0	1	0
       26	2013-03-16 08:31:47	4	0	1	0
      126	2013-03-16 08:31:55	4	0	1	0
       10	2013-03-16 08:38:04	4	0	1	0
      106	2013-03-16 08:49:43	4	0	1	0
      102	2013-03-16 09:01:18	4	0	1	0
      124	2013-03-16 10:11:55	4	0	1	0
      117	2013-03-16 10:20:18	4	0	1	0
      115	2013-03-16 10:27:23	4	1	1	0
      126	2013-03-16 10:28:45	4	1	1	0
      102	2013-03-16 10:29:17	4	1	1	0
      112	2013-03-16 10:36:25	4	0	1	0
      106	2013-03-16 10:44:29	4	1	1	0
      106	2013-03-16 10:48:10	4	1	1	0
      108	2013-03-16 11:37:59	4	1	1	0
      108	2013-03-16 11:38:42	4	1	1	0
      117	2013-03-16 11:45:17	4	0	1	0
       26	2013-03-16 12:01:06	4	1	1	0
       10	2013-03-16 12:09:44	4	1	1	0
      124	2013-03-16 13:33:26	4	1	1	0
      112	2013-03-16 13:39:09	4	1	1	0
      107	2013-03-16 13:55:45	4	1	1	0
      115	2013-03-18 06:40:50	4	0	1	0
      106	2013-03-18 06:59:25	4	0	1	0
      108	2013-03-18 07:20:42	4	0	1	0
       10	2013-03-18 07:32:32	4	0	1	0
      103	2013-03-18 08:13:09	4	0	1	0
       26	2013-03-18 08:27:44	4	0	1	0
      110	2013-03-18 09:00:35	4	0	1	0
      112	2013-03-18 09:01:14	4	0	1	0
      114	2013-03-18 09:11:07	4	0	1	0
      126	2013-03-18 09:22:11	4	0	1	0
      104	2013-03-18 09:59:25	4	0	1	0
      121	2013-03-18 10:01:17	4	0	1	0
      108	2013-03-18 10:37:42	4	1	1	0
      124	2013-03-18 11:04:21	4	0	1	0
      115	2013-03-18 12:00:06	4	1	1	0
      106	2013-03-18 12:19:33	4	1	1	0
      126	2013-03-18 12:54:29	4	1	1	0
       26	2013-03-18 12:54:33	4	1	1	0
       10	2013-03-18 13:01:59	4	1	1	0
      103	2013-03-18 13:12:50	4	1	1	0
      103	2013-03-18 13:12:52	4	1	1	0
      124	2013-03-18 13:35:44	4	1	1	0
      114	2013-03-18 14:22:32	4	1	1	0
      121	2013-03-18 14:23:57	4	1	1	0
      104	2013-03-18 14:24:40	4	1	1	0
      104	2013-03-18 14:24:45	4	1	1	0
      110	2013-03-18 14:46:24	4	1	1	0
      112	2013-03-18 14:53:22	4	1	1	0
      110	2013-03-18 15:44:32	4	1	1	0
      115	2013-03-19 06:52:51	4	0	1	0
      101	2013-03-19 07:04:14	4	0	1	0
      108	2013-03-19 07:19:24	4	0	1	0
      108	2013-03-19 07:23:44	4	0	1	0
      105	2013-03-19 07:25:39	4	0	1	0
      103	2013-03-19 07:26:47	4	0	1	0
      116	2013-03-19 07:28:20	4	0	1	0
       26	2013-03-19 08:14:29	4	0	1	0
       10	2013-03-19 08:20:33	4	0	1	0
      114	2013-03-19 08:38:23	4	0	1	0
      124	2013-03-19 09:26:16	4	0	1	0
      106	2013-03-19 09:28:25	4	0	1	0
      102	2013-03-19 10:35:11	4	0	1	0
      117	2013-03-19 10:35:34	4	0	1	0
      103	2013-03-19 10:36:48	4	0	1	0
